ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00016,VALID_16,CUS00016,PROD00016,Laptop,HomePro,HOM-LAP-0016,SN-2026-000016,2023-08-29,2025-07-29,2025-07-18,36,2026-08-29,Active,396,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,244.52,0.0,0.981,Email,Valid Claim
CLM00712,INVALID_212_EXCLUDED_DAMAGE,CUS00712,PROD00712,Television,ZenCore,ZEN-TEL-0712,SN-2026-000712,2023-09-28,2025-03-28,2025-03-23,36,2026-09-28,Active,549,No,Battery Problem,Physical Damage,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2578.12,0.0,0.785,Service Center,Invalid Claim
CLM01219,MANUAL_219_LOW_OCR_CONFIDENCE,CUS01219,PROD01219,Washing Machine,NovaTech,NOV-WAS-1219,SN-2026-001219,2025-10-13,2026-10-13,2026-10-07,24,2027-10-13,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,449.27,0.0,0.684,Web,Manual Review
CLM01000,INVALID_500_EXCLUDED_DAMAGE,CUS01000,PROD01000,Smartphone,NovaTech,NOV-SMA-1000,SN-2026-001000,2023-04-01,2024-10-01,2024-09-26,36,2026-04-01,Active,547,No,Power Failure,Normal Wear,No,Yes,No,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,Yes,No,No,No,No,3,2470.66,0.0,0.933,Web,Invalid Claim
CLM00703,INVALID_203_REPORTING_PERIOD,CUS00703,PROD00703,Camera,ZenCore,ZEN-CAM-0703,SN-2026-000703,2025-06-22,2025-12-22,2025-10-23,12,2026-06-22,Active,-332,No,Connectivity Issue,Manufacturing Defect,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,No,No,No,No,2,872.85,0.0,0.889,Web,Invalid Claim
CLM00536,INVALID_36_DUPLICATE_CLAIM,CUS00536,PROD00536,Camera,HomePro,HOM-CAM-0536,SN-2026-000536,2024-06-30,2026-09-30,2026-09-09,24,2026-06-30,Active,-92,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2351.93,0.0,0.882,Email,Invalid Claim
CLM00533,INVALID_33_SERIAL_MISMATCH,CUS00533,PROD00533,Television,Aster,AST-TEL-0533,SN-2026-000533,2023-07-27,2025-07-28,2025-07-13,12,2024-07-27,Active,-366,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,1,592.86,0.0,0.821,Service Center,Invalid Claim
CLM00949,INVALID_449_REPORTING_PERIOD,CUS00949,PROD00949,Laptop,HomePro,HOM-LAP-0949,SN-2026-000949,2024-03-23,2025-03-23,2025-01-22,24,2026-03-23,Active,-119,No,Power Failure,Manufacturing Defect,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,236.65,0.0,0.938,Web,Invalid Claim
CLM01107,MANUAL_107_UNCLEAR_REPAIR,CUS01107,PROD01107,Laptop,ZenCore,ZEN-LAP-1107,SN-2026-001107,2023-10-30,2025-04-30,2025-04-21,36,2026-10-30,Active,548,Yes,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2335.35,1208.1,0.926,Mobile App,Manual Review
CLM00395,VALID_395,CUS00395,PROD00395,Laptop,PrimeView,PRI-LAP-0395,SN-2026-000395,2025-08-27,2026-05-27,2026-05-16,12,2026-08-27,Active,92,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1184.93,0.0,0.938,Mobile App,Valid Claim
CLM00079,VALID_79,CUS00079,PROD00079,Washing Machine,Aster,AST-WAS-0079,SN-2026-000079,2025-02-07,2025-06-07,2025-05-29,12,2026-02-07,Active,245,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1689.98,0.0,0.974,Service Center,Valid Claim
CLM00933,INVALID_433_EXPIRED_WARRANTY,CUS00933,PROD00933,Air Conditioner,ZenCore,ZEN-AIR-0933,SN-2026-000933,2024-04-03,2026-07-02,2026-06-22,24,2026-04-03,Expired,-90,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,No,No,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1209.49,0.0,0.877,Mobile App,Invalid Claim
CLM00088,VALID_88,CUS00088,PROD00088,Refrigerator,HomePro,HOM-REF-0088,SN-2026-000088,2023-01-24,2023-03-24,2023-03-20,12,2024-01-24,Active,306,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1641.4,0.0,0.944,Service Center,Valid Claim
CLM01090,MANUAL_90_INCOMPLETE_EVIDENCE,CUS01090,PROD01090,Refrigerator,Aster,AST-REF-1090,SN-2026-001090,2025-04-14,2026-10-14,2026-10-01,36,2028-04-14,Active,548,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1582.65,0.0,0.954,Mobile App,Manual Review
CLM00607,INVALID_107_REPORTING_PERIOD,CUS00607,PROD00607,Smartphone,Aster,AST-SMA-0607,SN-2026-000607,2025-09-10,2026-03-10,2026-01-09,12,2026-09-10,Active,-63,No,Water Leakage,Manufacturing Defect,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,1824.98,577.11,0.918,Service Center,Invalid Claim
CLM01493,MANUAL_493_MISSING_DOCUMENT,CUS01493,PROD01493,Printer,NovaTech,NOV-PRI-1493,SN-2026-001493,2025-10-12,2026-10-12,2026-10-09,24,2027-10-12,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,530.86,0.0,0.829,Web,Manual Review
CLM00187,VALID_187,CUS00187,PROD00187,Washing Machine,HomePro,HOM-WAS-0187,SN-2026-000187,2025-06-03,2025-10-03,2025-10-02,12,2026-06-03,Active,243,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,879.79,0.0,0.902,Web,Valid Claim
CLM01410,MANUAL_410_CONTRADICTION,CUS01410,PROD01410,Camera,NovaTech,NOV-CAM-1410,SN-2026-001410,2026-03-22,2026-09-22,2026-09-16,12,2027-03-22,Active,181,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,No,No,No,Yes,Yes,Yes,0,268.04,308.14,0.835,Mobile App,Manual Review
CLM01121,MANUAL_121_MISSING_DOCUMENT,CUS01121,PROD01121,Printer,HomePro,HOM-PRI-1121,SN-2026-001121,2023-04-12,2024-10-12,2024-10-03,36,2026-04-12,Active,547,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,2479.72,0.0,0.776,Service Center,Manual Review
CLM01199,MANUAL_199_MISSING_DOCUMENT,CUS01199,PROD01199,Washing Machine,Aster,AST-WAS-1199,SN-2026-001199,2025-10-24,2026-10-24,2026-10-17,24,2027-10-24,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,1363.56,0.0,0.909,Web,Manual Review
CLM00585,INVALID_85_EXPIRED_WARRANTY,CUS00585,PROD00585,Printer,PrimeView,PRI-PRI-0585,SN-2026-000585,2023-11-18,2025-02-16,2025-02-06,12,2024-11-18,Expired,-90,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,674.28,0.0,0.833,Mobile App,Invalid Claim
CLM01295,MANUAL_295_MISSING_DOCUMENT,CUS01295,PROD01295,Laptop,NovaTech,NOV-LAP-1295,SN-2026-001295,2024-10-28,2025-10-28,2025-10-22,24,2026-10-28,Active,365,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,841.36,0.0,0.838,Email,Manual Review
CLM00557,INVALID_57_SERIAL_MISMATCH,CUS00557,PROD00557,Camera,Aster,AST-CAM-0557,SN-2026-000557,2025-11-30,2025-12-31,2025-12-14,24,2027-11-30,Active,699,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,423.9,0.0,0.9,Mobile App,Invalid Claim
CLM00932,INVALID_432_DUPLICATE_CLAIM,CUS00932,PROD00932,Air Conditioner,ZenCore,ZEN-AIR-0932,SN-2026-000932,2023-08-12,2025-08-25,2025-08-02,12,2024-08-12,Active,-378,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,1,777.72,0.0,0.915,Service Center,Invalid Claim
CLM01248,MANUAL_248_CONTRADICTION,CUS01248,PROD01248,Air Conditioner,PrimeView,PRI-AIR-1248,SN-2026-001248,2023-01-09,2024-01-09,2024-01-03,24,2025-01-09,Active,366,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,Yes,No,Yes,No,Yes,3,1256.87,0.0,0.842,Email,Manual Review
CLM00337,VALID_337,CUS00337,PROD00337,Smartphone,HomePro,HOM-SMA-0337,SN-2026-000337,2024-12-14,2025-10-14,2025-10-05,24,2026-12-14,Active,426,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,503.22,0.0,0.91,Web,Valid Claim
CLM00828,INVALID_328_UNAUTHORIZED_REPAIR,CUS00828,PROD00828,Printer,NovaTech,NOV-PRI-0828,SN-2026-000828,2023-08-08,2025-03-13,2025-02-18,24,2025-08-08,Active,148,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2479.72,943.96,0.93,Service Center,Invalid Claim
CLM00205,VALID_205,CUS00205,PROD00205,Smartphone,Aster,AST-SMA-0205,SN-2026-000205,2026-02-18,2027-05-18,2027-05-15,36,2029-02-18,Active,642,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1148.44,0.0,0.958,Service Center,Valid Claim
CLM00252,VALID_252,CUS00252,PROD00252,Camera,ZenCore,ZEN-CAM-0252,SN-2026-000252,2023-06-13,2026-02-13,2026-01-30,36,2026-06-13,Active,120,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2234.35,0.0,0.918,Service Center,Valid Claim
CLM00965,INVALID_465_SERIAL_MISMATCH,CUS00965,PROD00965,Air Conditioner,NovaTech,NOV-AIR-0965,SN-2026-000965,2023-09-01,2023-12-09,2023-11-10,12,2024-09-01,Active,267,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,2114.8,0.0,0.866,Web,Invalid Claim
CLM00575,INVALID_75_SERIAL_MISMATCH,CUS00575,PROD00575,Refrigerator,Aster,AST-REF-0575,SN-2026-000575,2025-02-05,2027-07-19,2027-06-22,24,2027-02-05,Active,-164,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1,283.77,1254.25,0.922,Web,Invalid Claim
CLM00488,VALID_488,CUS00488,PROD00488,Air Conditioner,Aster,AST-AIR-0488,SN-2026-000488,2024-03-25,2024-07-25,2024-07-20,12,2025-03-25,Active,243,Yes,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,885.9,0.0,0.943,Mobile App,Valid Claim
CLM01332,MANUAL_332_CONTRADICTION,CUS01332,PROD01332,Refrigerator,NovaTech,NOV-REF-1332,SN-2026-001332,2025-02-14,2026-02-14,2026-02-04,24,2027-02-14,Active,365,No,Water Leakage,Electrical Failure,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,1,Yes,No,N/A,Yes,No,No,No,Yes,No,No,0,1740.48,704.63,0.761,Web,Manual Review
CLM01218,MANUAL_218_CONTRADICTION,CUS01218,PROD01218,Air Conditioner,PrimeView,PRI-AIR-1218,SN-2026-001218,2024-01-11,2025-07-11,2025-06-28,36,2027-01-11,Active,549,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,3,1492.75,0.0,0.935,Email,Manual Review
CLM00296,VALID_296,CUS00296,PROD00296,Washing Machine,ZenCore,ZEN-WAS-0296,SN-2026-000296,2025-01-04,2025-10-04,2025-10-03,24,2027-01-04,Active,457,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,576.81,0.0,0.97,Web,Valid Claim
CLM00189,VALID_189,CUS00189,PROD00189,Refrigerator,ZenCore,ZEN-REF-0189,SN-2026-000189,2025-08-02,2028-01-02,2027-12-27,36,2028-08-02,Active,213,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1224.13,0.0,0.985,Web,Valid Claim
CLM00983,INVALID_483_SERIAL_MISMATCH,CUS00983,PROD00983,Printer,NovaTech,NOV-PRI-0983,SN-2026-000983,2026-01-30,2027-04-24,2027-04-12,36,2029-01-30,Active,647,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,134.85,0.0,0.98,Service Center,Invalid Claim
CLM00146,VALID_146,CUS00146,PROD00146,Refrigerator,Aster,AST-REF-0146,SN-2026-000146,2023-08-23,2023-12-23,2023-12-12,36,2026-08-23,Active,974,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2610.81,0.0,0.914,Service Center,Valid Claim
CLM01096,MANUAL_96_INCOMPLETE_EVIDENCE,CUS01096,PROD01096,Air Conditioner,PrimeView,PRI-AIR-1096,SN-2026-001096,2024-07-28,2026-01-28,2026-01-25,36,2027-07-28,Active,546,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2152.02,0.0,0.89,Service Center,Manual Review
CLM00054,VALID_54,CUS00054,PROD00054,Air Conditioner,PrimeView,PRI-AIR-0054,SN-2026-000054,2025-11-05,2026-06-05,2026-06-04,12,2026-11-05,Active,153,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1068.92,0.0,0.954,Web,Valid Claim
CLM00660,INVALID_160_UNAUTHORIZED_REPAIR,CUS00660,PROD00660,Printer,Aster,AST-PRI-0660,SN-2026-000660,2025-01-19,2025-09-04,2025-08-28,12,2026-01-19,Active,137,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2946.03,705.01,0.974,Service Center,Invalid Claim
CLM00357,VALID_357,CUS00357,PROD00357,Air Conditioner,HomePro,HOM-AIR-0357,SN-2026-000357,2025-12-26,2027-09-26,2027-09-15,36,2028-12-26,Active,457,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,796.0,0.0,0.924,Mobile App,Valid Claim
CLM00197,VALID_197,CUS00197,PROD00197,Washing Machine,HomePro,HOM-WAS-0197,SN-2026-000197,2024-08-17,2026-05-17,2026-05-14,36,2027-08-17,Active,457,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2991.0,0.0,0.909,Service Center,Valid Claim
CLM00532,INVALID_32_EXCLUDED_DAMAGE,CUS00532,PROD00532,Refrigerator,NovaTech,NOV-REF-0532,SN-2026-000532,2024-02-26,2025-02-26,2025-02-21,24,2026-02-26,Active,365,No,Display Failure,Water Damage,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2414.84,0.0,0.928,Email,Invalid Claim
CLM00975,INVALID_475_EXPIRED_WARRANTY,CUS00975,PROD00975,Smartphone,HomePro,HOM-SMA-0975,SN-2026-000975,2023-01-22,2025-04-22,2025-04-12,24,2025-01-22,Expired,-90,Yes,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,730.82,0.0,0.918,Web,Invalid Claim
CLM00073,VALID_73,CUS00073,PROD00073,Printer,NovaTech,NOV-PRI-0073,SN-2026-000073,2025-05-22,2026-01-22,2026-01-14,12,2026-05-22,Active,120,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2168.02,0.0,0.977,Email,Valid Claim
CLM01441,MANUAL_441_LOW_OCR_CONFIDENCE,CUS01441,PROD01441,Refrigerator,ZenCore,ZEN-REF-1441,SN-2026-001441,2024-10-19,2025-04-19,2025-04-17,12,2025-10-19,Active,183,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1649.48,0.0,0.559,Email,Manual Review
CLM01366,MANUAL_366_INCOMPLETE_EVIDENCE,CUS01366,PROD01366,Refrigerator,HomePro,HOM-REF-1366,SN-2026-001366,2024-09-15,2026-03-15,2026-03-03,36,2027-09-15,Active,549,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,52.34,0.0,0.821,Email,Manual Review
CLM00947,INVALID_447_SERIAL_MISMATCH,CUS00947,PROD00947,Television,PrimeView,PRI-TEL-0947,SN-2026-000947,2025-11-30,2025-12-30,2025-12-11,36,2028-11-30,Active,1066,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,No,Yes,No,No,No,Yes,Yes,3,2956.46,555.44,0.81,Mobile App,Invalid Claim
CLM01178,MANUAL_178_SERIAL_WARNING,CUS01178,PROD01178,Printer,ZenCore,ZEN-PRI-1178,SN-2026-001178,2025-03-24,2026-03-24,2026-03-15,24,2027-03-24,Active,365,No,Mechanical Failure,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,No,1,2778.35,0.0,0.827,Service Center,Manual Review
CLM00032,VALID_32,CUS00032,PROD00032,Camera,HomePro,HOM-CAM-0032,SN-2026-000032,2026-01-20,2026-11-20,2026-11-18,24,2028-01-20,Active,426,Yes,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2223.96,0.0,0.954,Mobile App,Valid Claim
CLM00942,INVALID_442_UNAUTHORIZED_REPAIR,CUS00942,PROD00942,Television,HomePro,HOM-TEL-0942,SN-2026-000942,2025-06-01,2025-09-11,2025-08-27,36,2028-06-01,Active,994,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1186.87,510.61,0.789,Mobile App,Invalid Claim
CLM01388,MANUAL_388_SERIAL_WARNING,CUS01388,PROD01388,Printer,NovaTech,NOV-PRI-1388,SN-2026-001388,2024-03-15,2025-03-15,2025-03-08,24,2026-03-15,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,2,1456.39,0.0,0.918,Web,Manual Review
CLM00551,INVALID_51_SERIAL_MISMATCH,CUS00551,PROD00551,Printer,ZenCore,ZEN-PRI-0551,SN-2026-000551,2025-06-10,2027-04-20,2027-04-11,24,2027-06-10,Active,51,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,3,1043.71,0.0,0.953,Email,Invalid Claim
CLM00749,INVALID_249_SERIAL_MISMATCH,CUS00749,PROD00749,Camera,PrimeView,PRI-CAM-0749,SN-2026-000749,2023-09-26,2024-04-25,2024-03-31,12,2024-09-26,Active,154,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,218.24,0.0,0.836,Email,Invalid Claim
CLM01285,MANUAL_285_LOW_OCR_CONFIDENCE,CUS01285,PROD01285,Television,Aster,AST-TEL-1285,SN-2026-001285,2025-11-21,2026-05-21,2026-05-15,12,2026-11-21,Active,184,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,61.21,0.0,0.487,Service Center,Manual Review
CLM00685,INVALID_185_REPORTING_PERIOD,CUS00685,PROD00685,Printer,ZenCore,ZEN-PRI-0685,SN-2026-000685,2026-03-07,2027-09-07,2027-07-09,36,2029-03-07,Active,971,No,Battery Problem,Electrical Failure,Yes,No,Yes,No,No,No,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2082.7,0.0,0.761,Mobile App,Invalid Claim
CLM00277,VALID_277,CUS00277,PROD00277,Camera,HomePro,HOM-CAM-0277,SN-2026-000277,2025-03-10,2027-07-10,2027-07-03,36,2028-03-10,Active,244,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2913.77,0.0,0.984,Email,Valid Claim
CLM00659,INVALID_159_SERIAL_MISMATCH,CUS00659,PROD00659,Camera,Aster,AST-CAM-0659,SN-2026-000659,2023-03-17,2025-05-15,2025-04-16,36,2026-03-17,Active,306,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,1332.03,0.0,0.86,Email,Invalid Claim
CLM01339,MANUAL_339_LOW_OCR_CONFIDENCE,CUS01339,PROD01339,Air Conditioner,HomePro,HOM-AIR-1339,SN-2026-001339,2025-08-20,2027-02-20,2027-02-08,36,2028-08-20,Active,547,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1164.15,0.0,0.629,Mobile App,Manual Review
CLM01251,MANUAL_251_UNCLEAR_REPAIR,CUS01251,PROD01251,Printer,HomePro,HOM-PRI-1251,SN-2026-001251,2025-01-26,2025-07-26,2025-07-23,12,2026-01-26,Active,184,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,1598.17,0.0,0.926,Email,Manual Review
CLM00650,INVALID_150_DUPLICATE_CLAIM,CUS00650,PROD00650,Laptop,ZenCore,ZEN-LAP-0650,SN-2026-000650,2024-08-25,2026-10-27,2026-10-25,24,2026-08-25,Active,-63,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1357.18,0.0,0.762,Service Center,Invalid Claim
CLM00103,VALID_103,CUS00103,PROD00103,Camera,HomePro,HOM-CAM-0103,SN-2026-000103,2025-01-26,2026-10-26,2026-10-21,24,2027-01-26,Active,92,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1315.82,997.04,0.923,Service Center,Valid Claim
CLM00553,INVALID_53_REPORTING_PERIOD,CUS00553,PROD00553,Smartphone,Aster,AST-SMA-0553,SN-2026-000553,2024-08-24,2025-08-24,2025-06-25,24,2026-08-24,Active,466,No,Display Failure,Manufacturing Defect,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2060.0,1116.06,0.974,Service Center,Invalid Claim
